id,county,project name,description of the farm,soil depth cm,soil ph,soil ph class,exch acidity me,total nitrogen,total nitrogenclass,total org carbon,total org carbonclass,phosphorus olsen,phosphorus olsen class,potassium meq,potassium meqclass,calcium meq,calcium meqclass,magnesium meq,magnesium meqclass,manganese meq,manganese meqclass,copper,copper class,iron,iron class,zinc,zinc class,sodium meq,sodium meqclass,final latitude,final longitude,crop,fertilizer recommendation
48480,Nakuru,Individual,"Katembwa, Kaptembwo, Nakuru West, Nakuru",,6.73,slight acid,0.5,0.3,adequate,3.23,moderate,210.0,high,3.0,high,19.4,high,3.22,high,1.22,adequate,0.84,low,66.5,adequate,148.0,adequate,0.46,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Copper is deficient. Soil organic matter content is sufficient. 
Maize: At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter and 4 kg/acre of copper sulphate. Mix well with the soil. Top dress with 30 kg/acre of urea in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 1 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48481,Nakuru,Individual,"Katembwa, Kaptembwo, Nakuru West, Nakuru",,6.05,slight acid,0.5,0.15,adequate,1.61,moderate,70.0,adequate,2.0,high,3.6,adequate,3.05,high,0.41,adequate,0.36,low,110.0,adequate,59.8,adequate,0.36,adequate,-0.484889388,36.14855194,Kale,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. 
Kale: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 50 kg/acre of calcium ammonium nitrate (CAN). Top dress with 50 kg/acre of CAN when plants are 20 cm high followed by 50 kg/acre of CAN after every 3 weeks. "
48482,Nakuru,Individual,"Katembwa, Kaptembwo, Nakuru West, Nakuru",,6.89,near neutral,0.5,0.18,adequate,1.92,moderate,40.0,adequate,2.8,high,9.2,adequate,2.52,adequate,0.97,adequate,0.31,low,82.5,adequate,10.8,adequate,0.54,adequate,-0.484889388,36.14855194,"Maize, beans, vegetables","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 60 kg/acre of diammonium phosphate (DAP). Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 60 kg/acre of DAP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Vegetables: At transplanting time apply 60 kg/acre of DAP. Top dress with 50 kg/acre of CAN when plants are 20-25 cm high followed by 50 kg/acre of CAN 3-4 weeks later."
48483,Nakuru,Individual,"Katembwa, Kaptembwo, Nakuru West, Nakuru",,7.66,medium alkaline,0.5,0.25,adequate,2.7,moderate,31.0,high,3.4,high,34.0,high,3.86,high,0.63,adequate,1.33,adequate,121.0,adequate,79.7,adequate,0.52,adequate,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is alkaline for crops' growth. Soil organic matter content is sufficient. 
Maize: At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost  in order to maintain adequate level of organic matter. Mix well with the soil. Top dress with 50 kg/acre of urea in two equal split applications at knee high and when plants are flowering. "
48484,Nakuru,Individual,"Katembwa, Kaptembwo, Nakuru West, Nakuru",,7.64,medium alkaline,0.5,0.21,adequate,2.35,moderate,20.0,adequate,2.6,high,24.0,high,2.0,adequate,1.23,adequate,6.21,adequate,186.0,adequate,105.0,adequate,0.48,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is alkaline for crops' growth. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 50 kg/acre of diammonium phosphate (DAP). Top dress with 50 kg/acre of urea in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 50 kg/acre of DAP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48485,Nakuru,Individual,"Katembwa, Kaptembwo, Nakuru West, Nakuru",,6.87,near neutral,0.5,0.25,adequate,2.77,moderate,40.0,adequate,2.4,high,15.0,high,2.15,adequate,0.56,adequate,1.73,adequate,171.0,adequate,39.1,adequate,0.38,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. 
Maize: At planting time apply 60 kg/acre of diammonium phosphate (DAP). Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 60 kg/acre of DAP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48486,Nakuru,Individual,"Katembwa, Kaptembwo, Nakuru West, Nakuru",,7.32,slight alkaline,0.5,0.14,adequate,1.57,moderate,27.0,high,2.6,high,11.2,adequate,2.35,adequate,0.89,adequate,0.76,low,92.0,adequate,86.9,adequate,0.42,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is alkaline for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 60 kg/acre of calcium ammonium nitrate (CAN). Top dress with 80 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48487,Nakuru,Individual,"Katembwa, Kaptembwo, Nakuru West, Nakuru",,7.61,medium alkaline,0.5,0.14,low,1.58,moderate,40.0,high,2.8,high,22.0,high,2.1,adequate,1.2,adequate,0.8,low,98.9,adequate,27.0,adequate,0.42,adequate,-0.484889388,36.14855194,"Maize, beans",The soil reaction (pH) is alkaline for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 30 kg/acre of urea. Top dress with 50 kg/acre of urea. 
48488,Nakuru,Individual,"Katembwa, Kaptembwo, Nakuru West, Nakuru",,6.1,slight acid,0.5,0.21,adequate,2.38,moderate,35.0,adequate,2.2,high,5.6,adequate,2.4,adequate,0.4,adequate,0.8,low,116.0,adequate,27.0,adequate,0.4,adequate,-0.484889388,36.14855194,"Maize, beans",The soil reaction (pH) is satisfactory for crops' growth. Copper is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 50 kg/acre of calcium ammonium nitrate (CAN). 
48489,Nakuru,Individual,"Katembwa, Kaptembwo, Nakuru West, Nakuru",,7.18,slight alkaline,0.5,0.18,adequate,2.1,moderate,9.0,low,4.4,high,32.0,high,2.61,adequate,0.5,adequate,1.29,adequate,120.0,adequate,37.9,adequate,2.2,high,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is alkaline for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 100 kg/acre of diammonium phosphate (DAP). Top dress with 60 kg/acre of ammonium sulphate (AS) in two equal split applications at knee high and when plants are flowering."
48506,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.27,slight acid,0.5,0.21,low,2.35,moderate,90.0,high,3.0,high,5.4,adequate,3.95,high,0.91,adequate,1.0,adequate,113.0,adequate,15.0,adequate,0.42,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges  ton/acre of well decomposed manure or compost. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48507,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.17,slight acid,0.5,0.18,adequate,2.04,moderate,35.0,adequate,2.6,high,6.4,adequate,2.65,adequate,0.41,adequate,0.44,low,94.5,adequate,8.6,adequate,0.36,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48508,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.52,slight acid,0.5,0.19,low,2.14,moderate,30.0,adequate,2.6,high,7.4,adequate,2.85,adequate,0.4,adequate,0.71,low,91.0,adequate,9.83,adequate,0.48,adequate,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. "
48509,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,5.77,medium acid,0.5,0.19,low,2.23,moderate,30.0,adequate,2.2,high,16.8,high,4.13,high,0.75,adequate,0.36,low,77.7,adequate,18.7,adequate,0.62,adequate,-0.484889388,36.14855194,"Maize, beans",The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
48510,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,7.24,slight alkaline,0.5,0.19,low,2.14,moderate,10.0,adequate,2.8,high,17.4,high,1.06,adequate,0.5,adequate,0.71,low,64.0,adequate,14.8,adequate,0.28,adequate,-0.484889388,36.14855194,"Cabbage, onion, tomato","The soil pH is alkaline for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 tons/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Cabbage: At planting time apply 60 kg/acre of diammonium phosphate (DAP). Top dress with 50 kg/acre of calcium ammonium nitrate (CAN) when seedlings are established and a second top dressing at the rate of 100 kg/acre when leaves start to fold. 
Onion: At planting time apply along the drill line 60 kg/acre of DAP. Mix well with the soil. One month after planting top dress with 60 kg/acre of CAN. 
Tomato: At planting apply 60 kg/acre of DAP. At the start of flowering apply 100 kg/acre of CAN. At early fruiting stage top dress with 50 kg/acre of CAN."
48511,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.42,slight acid,0.5,0.21,low,2.33,moderate,30.0,adequate,2.4,high,7.2,adequate,2.1,adequate,0.7,adequate,0.89,low,101.0,adequate,15.7,adequate,0.62,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Copper is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48512,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,7.4,slight alkaline,0.5,0.15,low,1.74,moderate,8.0,low,2.6,high,40.0,high,2.68,adequate,0.62,adequate,1.0,adequate,63.0,adequate,15.7,adequate,0.34,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is alkaline for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of diammonium phosphate (DAP). Top dress with 50 kg/acre of urea in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of DAP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48513,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.29,slight acid,0.5,0.22,adequate,2.47,moderate,40.0,adequate,2.6,high,8.2,adequate,3.36,high,0.6,adequate,1.56,adequate,109.0,adequate,13.5,adequate,0.38,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48514,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.46,slight acid,0.5,0.18,low,2.05,moderate,25.0,low,2.6,high,6.4,adequate,2.1,adequate,0.62,adequate,0.71,low,110.0,adequate,8.42,adequate,0.72,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48515,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.64,slight acid,0.5,0.14,low,1.28,low,30.0,adequate,3.0,high,7.6,adequate,2.66,adequate,0.4,adequate,0.4,low,95.5,adequate,10.5,adequate,1.48,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content is low. At land preparation apply through broadcasting 4 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48516,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.11,slight acid,0.5,0.15,adequate,1.65,moderate,30.0,adequate,2.4,high,6.8,adequate,3.1,high,0.55,adequate,0.62,low,98.5,adequate,18.7,adequate,0.34,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48517,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.45,slight acid,0.5,0.28,low,3.02,moderate,65.0,adequate,3.0,high,13.0,adequate,4.63,high,0.81,adequate,1.07,adequate,93.8,adequate,41.3,adequate,0.64,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content is sufficient. 
Maize: At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 1 ton/acre of well decomposed manure or compost. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48518,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.19,slight acid,0.5,0.15,low,1.66,moderate,50.0,adequate,2.2,high,5.6,adequate,2.82,adequate,0.48,adequate,1.0,adequate,96.4,adequate,13.6,adequate,0.4,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 50 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 50 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48519,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.4,slight acid,0.5,0.23,low,2.51,moderate,45.0,adequate,1.76,high,8.2,adequate,2.45,adequate,0.55,adequate,0.71,low,85.7,adequate,13.3,adequate,0.2,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Copper is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 60 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 60 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48520,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.01,slight acid,0.5,0.2,low,2.28,moderate,30.0,adequate,1.38,adequate,7.2,adequate,2.67,adequate,1.05,adequate,0.58,low,94.0,adequate,11.8,adequate,0.2,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Copper is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48521,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.68,slight acid,0.5,0.2,low,2.2,moderate,35.0,adequate,2.2,high,7.0,adequate,3.09,high,0.65,adequate,0.44,low,70.3,adequate,5.34,adequate,0.84,adequate,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is satisfactory for crops' growth. Copper is deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. "
48522,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.14,slight acid,0.5,0.32,low,3.52,moderate,250.0,high,3.2,high,9.6,adequate,4.25,high,0.6,adequate,1.16,adequate,82.0,adequate,80.5,adequate,0.23,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content is sufficient. 
Maize: At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 1 ton/acre of well decomposed manure or compost. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48523,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,7.41,slight alkaline,0.5,0.32,adequate,3.4,moderate,4.0,low,2.2,high,22.0,high,3.1,high,1.08,adequate,0.84,low,66.2,adequate,14.4,adequate,0.24,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is alkaline for crops' growth. Phosphorus and copper are deficient. Soil organic matter content is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of diammonium phosphate (DAP). Top dress with 30 kg/acre of urea in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of DAP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48524,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.27,slight acid,0.5,0.18,low,1.91,moderate,30.0,adequate,1.9,high,13.8,adequate,2.65,adequate,0.7,adequate,0.49,low,61.3,adequate,9.04,adequate,0.28,adequate,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48525,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.53,slight acid,0.5,0.18,adequate,2.1,moderate,45.0,adequate,2.4,high,9.0,adequate,2.34,adequate,0.73,adequate,0.67,low,80.2,adequate,18.3,adequate,0.32,adequate,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 60 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. "
48526,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.58,slight acid,0.5,0.16,low,1.8,moderate,30.0,adequate,2.4,high,9.2,adequate,1.45,adequate,0.55,adequate,0.67,low,66.9,adequate,9.52,adequate,0.26,adequate,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. "
48527,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.56,slight acid,0.5,0.14,adequate,1.61,moderate,145.0,high,2.4,high,3.8,adequate,1.14,adequate,0.41,adequate,1.16,adequate,106.0,adequate,8.03,adequate,0.36,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 60 kg/acre of calcium ammonium nitrate (CAN). Top dress with 80 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 2 ton/acre of well decomposed manure or compost. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48528,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.09,slight acid,0.5,0.18,adequate,2.19,moderate,95.0,high,2.2,high,5.2,adequate,1.85,adequate,0.4,adequate,0.86,low,95.6,adequate,8.11,adequate,0.28,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 60 kg/acre of calcium ammonium nitrate (CAN). Top dress with 80 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48529,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.03,slight acid,0.5,0.15,low,1.7,moderate,50.0,adequate,3.2,high,6.6,adequate,3.0,adequate,0.5,adequate,0.76,low,94.3,adequate,12.6,adequate,0.34,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 50 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 50 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48530,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.22,slight acid,0.5,0.17,adequate,1.85,moderate,30.0,adequate,2.4,high,6.2,adequate,2.5,adequate,0.8,adequate,1.29,adequate,90.1,adequate,10.4,adequate,0.36,adequate,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. "
